utc,Program:Unwind.Unwind_Position_RFJ,Program:Unwind.Unwind_Position_WLDP,Program:Unwind.Unwind_Tension_FB_WLDT,Program:Unwind.Unwind_Tension_FB_WLGT,Program:Unwind.Unwind_Tension_FBJ,Program:Unwind.Unwind_Tension_KPT,Program:Unwind.Unwind_Tension_Loop_Pct_Cntrl,Program:Unwind.Unwind_Tension_RFJ,Program:Unwind.Unwind_Tension_WLDT
2019-04-12T10:37:03.010896,/2252.25, 0.009999999776482582, 0.5, 2.0, 1034.0, 1.0, 0.10000000149011612, 1034.0, 0.5/
2019-04-12T10:37:05.489038,/2252.25, 0.009999999776482582, 0.5, 2.0, 972.0, 1.0, 0.10000000149011612, 956.0, 0.5/
2019-04-12T10:37:07.968180,/2252.25, 0.009999999776482582, 0.5, 2.0, 900.0, 1.0, 0.10000000149011612, 889.0, 0.5/
2019-04-12T10:37:10.526326,/2252.25, 0.009999999776482582, 0.5, 2.0, 748.0, 1.0, 0.10000000149011612, 748.0, 0.5/
2019-04-12T10:37:13.045470,/2252.25, 0.009999999776482582, 0.5, 2.0, 848.0, 1.0, 0.10000000149011612, 857.0, 0.5/
2019-04-12T10:37:15.528612,/2252.25, 0.009999999776482582, 0.5, 2.0, 1060.0, 1.0, 0.10000000149011612, 1060.0, 0.5/
2019-04-12T10:37:18.085758,/2252.25, 0.009999999776482582, 0.5, 2.0, 909.0, 1.0, 0.10000000149011612, 909.0, 0.5/
2019-04-12T10:37:20.652905,/2252.25, 0.009999999776482582, 0.5, 2.0, 697.0, 1.0, 0.10000000149011612, 707.0, 0.5/
2019-04-12T10:37:23.325058,/2252.25, 0.009999999776482582, 0.5, 2.0, 793.0, 1.0, 0.10000000149011612, 809.0, 0.5/
2019-04-12T10:37:25.926207,/2252.25, 0.009999999776482582, 0.5, 2.0, 1013.0, 1.0, 0.10000000149011612, 1028.0, 0.5/
2019-04-12T10:37:28.408349,/2252.25, 0.009999999776482582, 0.5, 2.0, 920.0, 1.0, 0.10000000149011612, 920.0, 0.5/
2019-04-12T10:37:30.890491,/2252.25, 0.009999999776482582, 0.5, 2.0, 756.0, 1.0, 0.10000000149011612, 756.0, 0.5/
2019-04-12T10:37:33.448637,/2252.25, 0.009999999776482582, 0.5, 2.0, 850.0, 1.0, 0.10000000149011612, 850.0, 0.5/
2019-04-12T10:37:35.966781,/2252.25, 0.009999999776482582, 0.5, 2.0, 961.0, 1.0, 0.10000000149011612, 961.0, 0.5/
2019-04-12T10:37:38.403921,/2252.25, 0.009999999776482582, 0.5, 2.0, 935.0, 1.0, 0.10000000149011612, 935.0, 0.5/
2019-04-12T10:37:40.965067,/2252.25, 0.009999999776482582, 0.5, 2.0, 821.0, 1.0, 0.10000000149011612, 826.0, 0.5/
2019-04-12T10:37:43.444209,/2252.25, 0.009999999776482582, 0.5, 2.0, 796.0, 1.0, 0.10000000149011612, 786.0, 0.5/
2019-04-12T10:37:46.006355,/2252.25, 0.009999999776482582, 0.5, 2.0, 998.0, 1.0, 0.10000000149011612, 1004.0, 0.5/
2019-04-12T10:37:48.450495,/2252.25, 0.009999999776482582, 0.5, 2.0, 976.0, 1.0, 0.10000000149011612, 975.0, 0.5/
2019-04-12T10:37:51.008642,/2252.25, 0.009999999776482582, 0.5, 2.0, 917.0, 1.0, 0.10000000149011612, 917.0, 0.5/
2019-04-12T10:37:53.403779,/2252.25, 0.009999999776482582, 0.5, 2.0, 679.0, 1.0, 0.10000000149011612, 686.0, 0.5/
2019-04-12T10:37:55.886921,/2252.25, 0.009999999776482582, 0.5, 2.0, 773.0, 1.0, 0.10000000149011612, 773.0, 0.5/
2019-04-12T10:37:58.370063,/2252.25, 0.009999999776482582, 0.5, 2.0, 996.0, 1.0, 0.10000000149011612, 1002.0, 0.5/
2019-04-12T10:38:00.885206,/2252.25, 0.009999999776482582, 0.5, 2.0, 974.0, 1.0, 0.10000000149011612, 974.0, 0.5/
2019-04-12T10:38:03.363348,/2252.25, 0.009999999776482582, 0.5, 2.0, 862.0, 1.0, 0.10000000149011612, 850.0, 0.5/
2019-04-12T10:38:05.884492,/2252.25, 0.009999999776482582, 0.5, 2.0, 742.0, 1.0, 0.10000000149011612, 724.0, 0.5/
2019-04-12T10:38:08.286630,/2252.25, 0.009999999776482582, 0.5, 2.0, 741.0, 1.0, 0.10000000149011612, 741.0, 0.5/
2019-04-12T10:38:10.724769,/2252.25, 0.009999999776482582, 0.5, 2.0, 889.0, 1.0, 0.10000000149011612, 889.0, 0.5/
2019-04-12T10:38:13.371921,/2252.25, 0.009999999776482582, 0.5, 2.0, 797.0, 1.0, 0.10000000149011612, 797.0, 0.5/
2019-04-12T10:38:15.889065,/2252.25, 0.009999999776482582, 0.5, 2.0, 775.0, 1.0, 0.10000000149011612, 775.0, 0.5/
2019-04-12T10:38:18.368206,/2252.25, 0.009999999776482582, 0.5, 2.0, 773.0, 1.0, 0.10000000149011612, 773.0, 0.5/
2019-04-12T10:38:20.883350,/2252.25, 0.009999999776482582, 0.5, 2.0, 747.0, 1.0, 0.10000000149011612, 760.0, 0.5/
2019-04-12T10:38:23.405495,/2252.25, 0.009999999776482582, 0.5, 2.0, 810.0, 1.0, 0.10000000149011612, 810.0, 0.5/
2019-04-12T10:38:26.012644,/2252.25, 0.009999999776482582, 0.5, 2.0, 704.0, 1.0, 0.10000000149011612, 704.0, 0.5/
2019-04-12T10:38:28.487785,/2252.25, 0.009999999776482582, 0.5, 2.0, 858.0, 1.0, 0.10000000149011612, 858.0, 0.5/
2019-04-12T10:38:30.924925,/2252.25, 0.009999999776482582, 0.5, 2.0, 1045.0, 1.0, 0.10000000149011612, 1048.0, 0.5/
2019-04-12T10:38:33.444069,/2252.25, 0.009999999776482582, 0.5, 2.0, 899.0, 1.0, 0.10000000149011612, 916.0, 0.5/
2019-04-12T10:38:35.889209,/2252.25, 0.009999999776482582, 0.5, 2.0, 772.0, 1.0, 0.10000000149011612, 780.0, 0.5/
2019-04-12T10:38:38.524359,/2252.25, 0.009999999776482582, 0.5, 2.0, 799.0, 1.0, 0.10000000149011612, 799.0, 0.5/
2019-04-12T10:38:41.047504,/2252.25, 0.009999999776482582, 0.5, 2.0, 956.0, 1.0, 0.10000000149011612, 982.0, 0.5/
2019-04-12T10:38:43.486643,/2252.25, 0.009999999776482582, 0.5, 2.0, 995.0, 1.0, 0.10000000149011612, 995.0, 0.5/
2019-04-12T10:38:46.003787,/2252.25, 0.009999999776482582, 0.5, 2.0, 836.0, 1.0, 0.10000000149011612, 846.0, 0.5/
2019-04-12T10:38:48.569934,/2252.25, 0.009999999776482582, 0.5, 2.0, 788.0, 1.0, 0.10000000149011612, 790.0, 0.5/
2019-04-12T10:38:51.209085,/2252.25, 0.009999999776482582, 0.5, 2.0, 871.0, 1.0, 0.10000000149011612, 871.0, 0.5/
2019-04-12T10:38:53.608222,/2252.25, 0.009999999776482582, 0.5, 2.0, 988.0, 1.0, 0.10000000149011612, 984.0, 0.5/
2019-04-12T10:38:56.244373,/2252.25, 0.009999999776482582, 0.5, 2.0, 881.0, 1.0, 0.10000000149011612, 885.0, 0.5/
2019-04-12T10:38:58.767517,/2252.25, 0.009999999776482582, 0.5, 2.0, 780.0, 1.0, 0.10000000149011612, 780.0, 0.5/
2019-04-12T10:39:01.288661,/2252.25, 0.009999999776482582, 0.5, 2.0, 837.0, 1.0, 0.10000000149011612, 837.0, 0.5/
2019-04-12T10:39:03.688799,/2252.25, 0.009999999776482582, 0.5, 2.0, 849.0, 1.0, 0.10000000149011612, 815.0, 0.5/
2019-04-12T10:39:06.285947,/2252.25, 0.009999999776482582, 0.5, 2.0, 956.0, 1.0, 0.10000000149011612, 971.0, 0.5/
2019-04-12T10:39:08.843093,/2252.25, 0.009999999776482582, 0.5, 2.0, 1028.0, 1.0, 0.10000000149011612, 1021.0, 0.5/
2019-04-12T10:39:11.363238,/2252.25, 0.009999999776482582, 0.5, 2.0, 1011.0, 1.0, 0.10000000149011612, 1011.0, 0.5/
2019-04-12T10:39:13.887382,/2252.25, 0.009999999776482582, 0.5, 2.0, 1034.0, 1.0, 0.10000000149011612, 1046.0, 0.5/
2019-04-12T10:39:16.404526,/2252.25, 0.009999999776482582, 0.5, 2.0, 918.0, 1.0, 0.10000000149011612, 929.0, 0.5/
2019-04-12T10:39:18.844665,/2252.25, 0.009999999776482582, 0.5, 2.0, 779.0, 1.0, 0.10000000149011612, 761.0, 0.5/
